,Ticker,Volatility,Volume,Cluster
244,LKQ,0.0199934292040404,1846573.509369676,0
245,LMT,0.0133307313774391,1655581.289040318,0
246,L,0.0150596499805853,1171613.7421919364,0
247,LOW,0.0175377146297219,7055882.708688245,0
248,LULU,0.0257990645577995,2385863.259511641,1
249,MTB,0.0191751466525285,952735.661555934,0
250,MKTX,0.0208382902457373,256475.12776831345,1
251,MAR,0.0197395453909556,2837908.0636002272,0
252,MMC,0.0126705474975549,2209037.9613855765,0
253,MLM,0.0195848284939624,597381.0051107325,0
254,MAS,0.0207852355185813,4028152.612152186,1
255,MA,0.0176070566585083,5880388.955139126,0
256,MTCH,0.0259778823783583,3231996.1558773424,1
257,MKC,0.0130137959817482,1467310.136286201,0
258,MCD,0.0117755804051925,4632629.187961386,0
259,MCK,0.0166215615036888,1601921.0107893243,0
260,MDT,0.0142606126877196,5653488.5576377055,0
261,MRK,0.0130827288417938,12220837.678875638,0
262,MET,0.0198098164191573,7084745.34241908,0
263,MTD,0.0170290354805283,164162.72004542872,0
264,MGM,0.0287359829888257,11320239.806927882,1
265,MCHP,0.0209851403644889,4823731.260647359,1
266,MU,0.029569878951773,28377441.16978989,1
267,MSFT,0.0163512728542617,37277881.77172061,0
268,MAA,0.0147578248825505,558672.402044293,0
269,MHK,0.0235916764046521,710281.6581487791,1
270,MOH,0.024996929376534,680814.6507666099,1
271,TAP,0.0166651946601753,1664066.496308915,0
272,MDLZ,0.0139386058835701,8673848.864281658,0
273,MPWR,0.0252263279502393,377963.3730834753,1
274,MNST,0.0197600929680246,7718433.901192504,0
275,MCO,0.0183154310234147,1306909.511641113,0
276,MS,0.021655929552992,13308353.91822828,1
277,MOS,0.0262918736120315,4828641.99318569,1
278,MSI,0.0158574930711834,1913771.277683135,0
279,MSCI,0.0191794986995222,602458.8018171494,0
280,NDAQ,0.016104509346565,3779690.488358887,0
281,NTAP,0.0212932451007945,3891569.562748438,1
282,NFLX,0.0322079187881144,17559074.84383873,1
283,NEM,0.0221806579767641,7629135.292447473,1
284,NEE,0.0136669893105586,8454832.112436116,0
285,NKE,0.0173637144013389,8505131.2322544,0
286,NI,0.0140727473536115,4613205.586030665,0
287,NDSN,0.0188255111135114,287800.2555366269,0
288,NSC,0.017071342408705,1921917.8023850084,0
289,NTRS,0.0178846438332335,1291582.3963657012,0
290,NOC,0.0146244881592789,1277344.3463940942,0
291,NRG,0.0222169645757819,4021511.754684838,1
292,NUE,0.0202664755579797,2692376.94491766,0
293,NVDA,0.0282762635770612,505556006.8143101,2
294,NVR,0.0183480460547927,30966.55309483248,0
295,ORLY,0.0161375045345588,839567.2345258376,0
296,OXY,0.0273307585912349,9783139.686825668,1
297,ODFL,0.0190553289180488,1773876.1002271436,0
298,OMC,0.0159408485108339,1919737.9613855763,0
299,ON,0.0280604837081724,6837968.710959682,1
300,OKE,0.0241706996751975,2544500.5636002272,1
301,ORCL,0.0166337929734932,17385538.046564452,0
302,PCAR,0.0167849716180473,3202259.199318569,0
303,PKG,0.0176109911579172,849969.9318568995,0
304,PARA,0.0258313257629733,8553344.54855196,1
305,PH,0.0190799481418396,1188693.5831913685,0
306,PAYX,0.0142057617674942,2248626.405451448,0
307,PNR,0.0180982575349032,1569823.5590573538,0
308,PEP,0.0108942373266307,5219395.968199886,0
309,PFE,0.0137334070579916,33034360.16524702,0
310,PCG,0.0318307596509082,8269904.826802953,1
311,PM,0.0136792652248697,5363534.75298126,0
312,PNW,0.0133273332981389,882483.9011925042,0
313,PNC,0.0180177374538711,2790883.78762067,0
314,POOL,0.0182671001547891,288101.98750709824,0
315,PPG,0.0162860578453698,1820510.9028960816,0
316,PPL,0.0135443900899825,5010364.481828506,0
317,PFG,0.0205655618463906,1736081.856899489,1
318,PG,0.0109220227183281,8903352.924474731,0
319,PGR,0.0143803033499784,3505975.4968767744,0
320,PLD,0.0172876321690802,2863928.222600795,0
321,PRU,0.020294475708328,2662810.363429869,0
322,PEG,0.01322652529847,2897963.827370812,0
323,PTC,0.0210818107079547,962951.3060760932,1
324,PSA,0.0140306483228469,841879.8409994321,0
325,PHM,0.0251132378194737,5989060.874503124,1
326,PWR,0.020449106708939,1765129.727427598,1
327,QCOM,0.0208166020478957,12002315.64452016,1
328,DGX,0.0145021164108821,1275330.8915388985,0
329,RL,0.0224589215745268,1079405.2810902896,1
330,RJF,0.0194110313537609,1198048.8784781373,0
331,RTX,0.0159067611619744,6614434.750993754,0
332,O,0.0156657990272948,2319319.2155025555,0
333,REG,0.0181648517222667,879416.6098807496,0
334,REGN,0.0244597893765841,848452.0726859738,1
335,RF,0.0238742930380661,14994407.722884724,1
336,RSG,0.0121149173220961,1645475.184554231,0
337,RMD,0.0186762718221891,878584.980124929,0
338,RVTY,0.0174691446350523,888894.9744463373,0
339,ROK,0.0189291408630418,970621.152754117,0
340,ROL,0.0156070277719494,1239401.13003975,0
341,ROP,0.0144079436665986,499170.5565019875,0
342,ROST,0.0185875965126299,3412499.0346394093,0
343,RCL,0.030846126861998,3472373.3390119253,1
344,SPGI,0.0162738801102555,1570994.9744463372,0
345,CRM,0.0228436693000237,6878951.590005679,1
346,SBAC,0.0159380243859201,1049989.863713799,0
347,SLB,0.0232719794400131,9698725.042589435,1
348,STX,0.0261331721114718,5547439.182282794,1
349,SRE,0.0137595734169063,2868417.4048835887,0
350,SHW,0.0157396972677844,2222825.667234526,0
351,SPG,0.0210173950448492,2066892.908290744,1
352,SWKS,0.0257528278647581,3066552.441794435,1
353,SJM,0.0133311941478682,879387.5922771153,0
354,SNA,0.0164849424997437,418662.06700738217,0
355,SO,0.0123239103621088,4803412.0102214655,0
356,LUV,0.0207310246876454,7375742.617830778,1
357,SWK,0.0201296495461729,1419123.3957978422,0
358,SBUX,0.016815296214941,10301406.729131175,0
359,STT,0.020119541528677,2914553.9750141967,0
360,STLD,0.0241666061781499,2846413.401476434,1
361,STE,0.0158091788252477,471689.49460533785,0
362,SYK,0.0154520949365932,1536962.208972175,0
363,SMCI,0.033372419063657,5359973.310618967,1
364,SNPS,0.0163610494207895,915436.484951732,0
365,SYY,0.0166864816341571,3348243.100511073,0
366,TMUS,0.0229524165289085,4306269.15105054,1
367,TROW,0.0182437195640011,1527770.8120386144,0
368,TTWO,0.022497162304552,1913244.349801249,1
369,TPR,0.025256705524475,4076146.67802385,1
370,TGT,0.0174414873531719,5326505.536626916,0
371,TEL,0.0168812248420429,1881972.8279386712,0
372,TDY,0.016937993965912,196951.1073253833,0
373,TFX,0.0165040068884226,277466.72345258377,0
374,TER,0.023966335816458,2701832.595116412,1
375,TXN,0.0170101966065518,6875591.936399773,0
376,TPL,0.0255727820512736,63735.68994889267,1
377,TXT,0.022023006979663,2267881.232254401,1
378,TMO,0.0156405778056685,1940824.02044293,0
379,TJX,0.0159573504870724,8365983.532084043,0
380,TSCO,0.0183890623145155,1413349.2901760363,0
381,TT,0.017469086193167,3005446.3091993188,0
382,TDG,0.0200873406230015,418070.6132879046,0
383,TRV,0.0140231457836417,2104561.8966496307,0
384,TRMB,0.0216953923725165,1356362.0954003406,1
385,TFC,0.019671530883704,5582465.843270869,0
386,TYL,0.0182067316950955,224840.8290743896,0
387,TSN,0.0179765076401403,3497134.980124929,0
388,USB,0.0176108014879236,8791091.141396934,0
389,UDR,0.0159388950506798,1903113.770584895,0
390,ULTA,0.0245094948330593,916033.4469051677,1
391,UNP,0.0158650129366604,4240552.299829642,0
392,UAL,0.0304851612552113,8435235.661555935,1
393,UPS,0.0145708273045019,3527991.5956842704,0
394,URI,0.0287645668390495,1641182.9926178309,1
395,UNH,0.015903251731245,4667077.200454287,0
396,UHS,0.0207083492458535,839736.9108461102,1
397,VLO,0.0248922729799282,6469435.80834753,1
398,VTR,0.0206035150711183,2091181.6113003972,1
399,VRSN,0.0166687885089249,1363994.179443498,0
400,VRSK,0.01393718614321,847341.0846110164,0
401,VZ,0.011639930423144,17145655.06871096,0
402,VRTX,0.0279762714307959,1859481.2606473595,1
403,VTRS,0.0220415666248017,6878173.424190801,1
404,V,0.0160501084378088,11572262.379329924,0
405,VMC,0.020402862149756,1070706.24645088,1
406,WRB,0.0137978140747875,1969694.5888699605,0
407,GWW,0.0169389165851472,519849.5741056218,0
408,WAB,0.0192145511758442,900263.4866553094,0
409,WBA,0.0180916575779628,6654482.850653038,0
410,WMT,0.0121668400466215,26303760.136286203,0
411,DIS,0.0164504778333382,9997458.17717206,0
412,WBD,0.0242776100714028,6696449.80834753,1
413,WM,0.0118131847084919,2220426.17830778,0
414,WAT,0.0168785597894724,564720.4429301533,0
415,WEC,0.0127981836970826,1613440.0340715502,0
416,WFC,0.018916027999328,25183137.024417944,0
417,WELL,0.0185491229297931,2243556.104486088,0
418,WST,0.0169541199804753,371333.6740488359,0
419,WDC,0.0270917747228948,4311547.529812606,1
420,WY,0.0221639872321599,4403816.893810335,1
421,WMB,0.0244792685937519,8431856.898921067,1
422,WTW,0.0142584144817097,611004.3691084611,0
423,WYNN,0.0292383541506243,2725893.611584327,1
424,XEL,0.0121741053285798,3058081.544576945,0
425,YUM,0.0151730690481657,3518122.4202157864,0
426,ZBRA,0.0227404166389133,381487.421919364,1
427,ZBH,0.0163346924049142,1462773.846110165,0
